Id;AnfrageId;CPEId;Typ;ResultNr;LocalScore;GlobalScore;Created
49;42;434724;4;0;NULL;NULL;2023-07-17 23:13:08.783
50;42;434725;4;0;NULL;NULL;2023-07-17 23:13:08.783
51;42;434726;4;0;NULL;NULL;2023-07-17 23:13:08.783
52;42;434727;4;0;NULL;NULL;2023-07-17 23:13:08.783
53;42;434728;4;0;NULL;NULL;2023-07-17 23:13:08.783
54;42;434729;4;0;NULL;NULL;2023-07-17 23:13:08.783
55;42;434730;4;0;NULL;NULL;2023-07-17 23:13:08.783
56;42;434731;4;0;NULL;NULL;2023-07-17 23:13:08.783
57;42;434732;4;0;NULL;NULL;2023-07-17 23:13:08.783
58;42;434733;4;0;NULL;NULL;2023-07-17 23:13:08.783
59;42;434734;4;0;NULL;NULL;2023-07-17 23:13:08.783
60;42;434735;4;0;NULL;NULL;2023-07-17 23:13:08.783
61;42;434736;4;0;NULL;NULL;2023-07-17 23:13:08.783
62;42;434737;4;0;NULL;NULL;2023-07-17 23:13:08.783
63;42;434738;4;0;NULL;NULL;2023-07-17 23:13:08.783
64;49;434676;4;0;NULL;NULL;2023-07-17 23:13:08.783
65;49;434677;4;0;NULL;NULL;2023-07-17 23:13:08.783
66;49;434678;4;0;NULL;NULL;2023-07-17 23:13:08.783
67;49;434679;4;0;NULL;NULL;2023-07-17 23:13:08.783
68;49;434680;4;0;NULL;NULL;2023-07-17 23:13:08.783
69;49;434681;4;0;NULL;NULL;2023-07-17 23:13:08.783
70;49;434682;4;0;NULL;NULL;2023-07-17 23:13:08.783
71;49;434683;4;0;NULL;NULL;2023-07-17 23:13:08.783
72;49;434684;4;0;NULL;NULL;2023-07-17 23:13:08.783
73;49;434685;4;0;NULL;NULL;2023-07-17 23:13:08.783
74;49;434686;4;0;NULL;NULL;2023-07-17 23:13:08.783
75;49;434687;4;0;NULL;NULL;2023-07-17 23:13:08.783
76;49;434688;4;0;NULL;NULL;2023-07-17 23:13:08.783
77;49;434689;4;0;NULL;NULL;2023-07-17 23:13:08.783
78;49;434690;4;0;NULL;NULL;2023-07-17 23:13:08.783
79;49;434691;4;0;NULL;NULL;2023-07-17 23:13:08.783
80;49;434692;4;0;NULL;NULL;2023-07-17 23:13:08.783
81;49;434693;4;0;NULL;NULL;2023-07-17 23:13:08.783
