0;219;0,4363024
00;10;0,193971
000;33;0,285255
0001;4;0,130191
0002;4;0,130191
0008021a1atrephh;1;0,0560702
0008021b1btrephh;1;0,0560702
0008024a4atrephh;1;0,0560702
0008024b4btrephh;1;0,0560702
00086;1;0,0560702
000900t5t5tafbhh;1;0,0560702
000900t5t5tnebhh;1;0,0560702
001;22;0,253637
0010001m1mtrephh;1;0,0560702
0010001s1strephh;1;0,0560702
0010004m4mtrephh;1;0,0560702
0010004s4strephh;1;0,0560702
001000t5t5tafuhb;1;0,0560702
001000t5t5tneuhb;1;0,0560702
00125;1;0,0560702
002;25;0,2635546
0021;1;0,0560702
004;4;0,130191
0040;1;0,0560702
004u;2;0,08886916
00h;1;0,0560702
01;16;0,2291849
010;3;0,1121404
0100;4;0,130191
0100h;2;0,08886916
010t;4;0,130191
0110;4;0,130191
0110h;2;0,08886916
012;1;0,0560702
0150a129;1;0,0560702
0150a12a;1;0,0560702
0150a12b;1;0,0560702
0150a12c;1;0,0560702
01d;2;0,08886916
01j;2;0,08886916
02;11;0,2010096
0200h;4;0,130191
0202n00pd2;2;0,08886916
022;1;0,0560702
0231a0av;1;0,0560702
0231a0kl;1;0,0560702
0231a65t;1;0,0560702
0231a761;1;0,0560702
0231a791;1;0,0560702
0231a832;1;0,0560702
0231a84q;1;0,0560702
0231a86p;1;0,0560702
0231a88a;1;0,0560702
0231a88l;1;0,0560702
0235a08f;1;0,0560702
0235a08h;1;0,0560702
0235a08k;1;0,0560702
0235a08m;1;0,0560702
0235a09t;1;0,0560702
0235a0a7;1;0,0560702
0235a0a8;1;0,0560702
0235a0as;1;0,0560702
0235a0bq;1;0,0560702
0235a0br;1;0,0560702
0235a0bs;1;0,0560702
0235a0bt;1;0,0560702
0235a0bu;1;0,0560702
0235a0bx;1;0,0560702
0235a0c0;1;0,0560702
0235a0c2;1;0,0560702
0235a0c4;1;0,0560702
0235a0ct;1;0,0560702
0235a0e3;1;0,0560702
0235a0e5;1;0,0560702
0235a0e6;1;0,0560702
0235a0e7;1;0,0560702
0235a0g0;1;0,0560702
0235a0g1;1;0,0560702
0235a0g2;1;0,0560702
0235a0g3;1;0,0560702
0235a0g4;1;0,0560702
0235a0g5;1;0,0560702
0235a0g6;1;0,0560702
0235a0g7;1;0,0560702
0235a0g8;1;0,0560702
0235a0g9;1;0,0560702
0235a0ga;1;0,0560702
0235a0gc;1;0,0560702
0235a0gd;1;0,0560702
0235a0ge;1;0,0560702
0235a0gf;1;0,0560702
0235a10b;1;0,0560702
0235a10c;1;0,0560702
0235a10d;1;0,0560702
0235a10e;1;0,0560702
0235a10f;1;0,0560702
0235a10g;1;0,0560702
0235a10h;1;0,0560702
0235a10j;1;0,0560702
0235a10k;1;0,0560702
0235a10l;1;0,0560702
0235a14v;1;0,0560702
0235a14w;1;0,0560702
0235a15b;1;0,0560702
0235a15c;1;0,0560702
0235a15d;1;0,0560702
0235a15f;1;0,0560702
0235a15g;1;0,0560702
0235a15h;1;0,0560702
0235a15j;1;0,0560702
0235a16t;1;0,0560702
0235a17a;1;0,0560702
0235a17b;1;0,0560702
0235a19b;1;0,0560702
0235a19c;1;0,0560702
0235a19d;1;0,0560702
0235a19h;1;0,0560702
0235a19j;1;0,0560702
0235a19k;1;0,0560702
0235a19l;1;0,0560702
0235a20j;1;0,0560702
0235a20k;1;0,0560702
0235a20l;1;0,0560702
0235a20n;1;0,0560702
0235a20p;1;0,0560702
0235a20q;1;0,0560702
0235a20r;1;0,0560702
0235a20s;1;0,0560702
0235a20v;1;0,0560702
0235a21p;1;0,0560702
0235a21q;1;0,0560702
0235a21x;1;0,0560702
0235a22c;1;0,0560702
0235a22d;1;0,0560702
0235a22e;1;0,0560702
0235a22f;1;0,0560702
0235a22h;1;0,0560702
0235a22k;1;0,0560702
0235a22p;1;0,0560702
0235a22r;1;0,0560702
0235a22t;1;0,0560702
0235a237;1;0,0560702
0235a238;1;0,0560702
0235a239;1;0,0560702
0235a23h;1;0,0560702
0235a23p;1;0,0560702
0235a23t;1;0,0560702
0235a248;1;0,0560702
0235a25n;1;0,0560702
0235a25r;1;0,0560702
0235a25s;1;0,0560702
0235a267;1;0,0560702
0235a268;1;0,0560702
0235a269;1;0,0560702
0235a26g;1;0,0560702
